Event Name,Event Start,Event End,Event Location,Event Description
MS Wrestling @GMS,2024-11-14 04:30 PM,2024-11-14 06:30 PM,"Greenbrier Middle School (2450 Highway 41 S, Greenbrier, TN 37073, United States)","
"
"No Vape November- Being Nicotine Free is Groovy, wear tie die",2024-11-18,2024-11-19,,"
"
MS Basketball @ ERHS,2024-11-18 04:30 PM,2024-11-18 07:30 PM,,"JV Girls 4:30, JV Boys After
Varsity Girls 6:00, Varsity Boys After

"
"No Vape November- We Can Beat Big Tobacco, wear a jersey or team gear",2024-11-19,2024-11-20,,"
"
MS Basketball @ Knox Doss,2024-11-19 04:30 PM,2024-11-19 07:30 PM,,"JV Girls 4:30, JV Boys After
Varsity Girls 6:00, Varsity Boys After

"
Cancelled- MS Wrestling @ERMS (Fairview/JBMS),2024-11-19 05:30 PM,2024-11-19 06:30 PM,"East Robertson High School (158 Kilgore Trce, Cross Plains, TN 37049, United States)","
"
"No Vape November- Our Future is Bright Without Nicotine, wear neon",2024-11-20,2024-11-21,,"
"
"No Vape November- The Great American Smoke Out, wear all black",2024-11-21,2024-11-22,,"
"
MS Wrestling vs. Charlotte (@CMS),2024-11-21 04:30 PM,2024-11-21 06:30 PM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
"No Vape November- Leave Tobacco in the Past, dress like another decade",2024-11-22,2024-11-23,,"
"
MS Wrestling @Sycamore,2024-11-25 04:30 PM,2024-11-25 06:30 PM,"Sycamore Middle School (1025 Old Clarksville Pike, Pleasant View, TN 37146, United States)","
"
MS Basketball Vs. ERMS,2024-12-02 04:30 PM,2024-12-02 07:30 PM,"Innovation Academy of Robertson County (715 5th Ave W, Springfield, TN 37172, United States)","JV Girls 4:30, JV Boys After
Varsity Girls 6:00, Varsity Boys After

"
MS Basketball Vs. Richview,2024-12-03 04:30 PM,2024-12-03 07:30 PM,"Innovation Academy of Robertson County (715 5th Ave W, Springfield, TN 37172, United States)","JV Girls 4:30, JV Boys After
Varsity Girls 6:00, Varsity Boys After

"
MS Wrestling Regionals @ ERMS,2024-12-04 05:00 PM,2024-12-04 05:30 PM,"East Robertson High School (158 Kilgore Trce, Cross Plains, TN 37049, United States)","
"
MS Basketball @ GMS,2024-12-05 04:30 PM,2024-12-05 07:30 PM,,"JV Girls 4:30, JV Boys After
Varsity Girls 6:00, Varsity Boys After

"
MS Wrestling @Dickson County,2024-12-05 05:00 PM,2024-12-05 07:00 PM,"Dickson County High School (509 Henslee Dr, Dickson, TN 37055, United States)","
"
MS Wrestling Sectionals (Location TBA),2024-12-07 05:00 PM,2024-12-07 05:30 PM,,"
"
MS Basketball @ JBMS,2024-12-09 04:30 PM,2024-12-09 07:30 PM,,"JV Girls 4:30, JV Boys After
Varsity Girls 6:00, Varsity Boys After

"
MS Wrestling vs. Fairview (@CMS),2024-12-10 05:30 PM,2024-12-10 07:30 PM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
MS Basketball Vs. CMS,2024-12-12 04:30 PM,2024-12-12 07:30 PM,"Innovation Academy of Robertson County (715 5th Ave W, Springfield, TN 37172, United States)","JV Girls 4:30, JV Boys After
Varsity Girls 6:00, Varsity Boys After

"
MS Wrestling @JBMS (& Cheatham Co.),2024-12-12 04:30 PM,2024-12-12 06:30 PM,Jo Byrns High School,"
"
MS Wresting State @ Cleveland,2024-12-14 05:00 PM,2024-12-14 05:30 PM,,"
"
MS Basketball Vs. JBMS,2024-12-16 04:30 PM,2024-12-16 07:30 PM,"Innovation Academy of Robertson County (715 5th Ave W, Springfield, TN 37172, United States)","JV Girls 4:30, JV Boys After
Varsity Girls 6:00, Varsity Boys After

"
MS Basketball @ WHHHS,2024-12-19 04:30 PM,2024-12-19 07:30 PM,,"JV Girls 4:30, JV Boys After
Varsity Girls 6:00, Varsity Boys After

"
MS Wrestling MCAC Individuals @Harpeth,2024-12-22 05:00 PM,2024-12-22 05:30 PM,,"
"
Girl’s Soccer Try Outs,2025-01-06 03:30 PM,2025-01-06 05:30 PM,,"
"
MS Basketball Vs. Burns,2025-01-06 06:00 PM,2025-01-06 07:30 PM,"Innovation Academy of Robertson County (715 5th Ave W, Springfield, TN 37172, United States)","Varsity Only
Varsity Girls 6:00, Varsity Boys After

"
Robotics-Trevecca University,2025-01-11,2025-01-12,,"
"
MS Basketball Tournament First Round @ GMS,2025-01-13 04:30 PM,2025-01-13 07:30 PM,,"JV Girls 4:30, JV Boys After
Varsity Girls 6:00, Varsity Boys After

"
MS Basketball Tournament Semi Finals @ GMS,2025-01-16 04:30 PM,2025-01-16 07:30 PM,,"JV Girls 4:30, JV Boys After
Varsity Girls 6:00, Varsity Boys After

"
MS Basketball Tournament Finals @ GMS,2025-01-18 04:30 PM,2025-01-18 07:30 PM,,"JV Girls 4:30, JV Boys After
Varsity Girls 6:00, Varsity Boys After

"
Robotics-Northeast HS,2025-01-25,2025-01-26,,"
"
Girls Soccer Tryouts,2025-01-27 04:00 PM,2025-01-27 06:00 PM,,"
"
Robotics-Robertson Co (SHS),2025-02-01,2025-02-02,,"
"
HS Cheer Parent Meeting,2025-02-18 06:00 PM,2025-02-18 07:00 PM,,"
"
BB @Davidson Academy ,2025-02-20 06:00 PM,2025-02-20 06:30 PM,,"
"
Robotics-Cornerstone Christian,2025-02-22,2025-02-23,,"
"
Soccer RCMSSAA Playday ,2025-02-22 08:00 AM,2025-02-22 08:30 AM,,"
"
Soccer Alumni Game,2025-02-23 08:00 AM,2025-02-23 09:00 AM,,"
"
HS Cheer Tryouts,2025-02-24 03:30 PM,2025-02-24 05:00 PM,,"
"
BB GMS @IA ,2025-02-24 04:30 PM,2025-02-24 07:00 PM,,"
"
SB JBMS vs. IA,2025-02-24 04:30 PM,2025-02-24 05:00 PM,,"
"
HS Cheer Tryouts,2025-02-25 03:30 PM,2025-02-25 05:00 PM,,"
"
Jr. Beta-Cafeteria,2025-02-25 03:30 PM,2025-02-25 04:30 PM,,"
"
BB @GMS ,2025-02-25 04:30 PM,2025-02-25 05:00 PM,,"
"
Spring Sports & Clubs Pictures,2025-02-26,2025-02-27,,"
"
HS Cheer Tryouts,2025-02-26 03:30 PM,2025-02-26 05:30 PM,,"
"
SB IA VS. CMS,2025-02-26 04:30 PM,2025-02-26 05:00 PM,,"
"
Soccer HMS VS. IA ,2025-02-26 05:00 PM,2025-02-26 05:30 PM,,"
"
Soccer vs. Sycamore,2025-02-27 05:00 PM,2025-02-27 07:00 PM,,"
"
BB @Sycamore ,2025-02-28 04:30 PM,2025-02-28 05:00 PM,,"
"
Jr. Beta Induction,2025-02-28 06:00 PM,2025-02-28 08:00 PM,"Innovation Academy of Robertson County (715 5th Ave W, Springfield, TN 37172, United States)","
"
HS Cheer Tryouts,2025-03-03 03:30 PM,2025-03-05 05:00 PM,,"
"
SB IA VS. ERMS,2025-03-03 04:30 PM,2025-03-03 05:00 PM,,"
"
Soccer IA vs. ERMS ,2025-03-03 05:00 PM,2025-03-03 05:30 PM,,"
"
BB IA @ERMS ,2025-03-04 04:00 PM,2025-03-04 04:30 PM,,"
"
Baseball vs. ERMS,2025-03-07 04:00 PM,2025-03-07 06:00 PM,,"
"
SB IA VS. GMS,2025-03-07 04:30 PM,2025-03-07 05:00 PM,,"
"
SB IA VS. HMS,2025-03-10 04:30 PM,2025-03-10 05:00 PM,,"
"
BB HMS@IA,2025-03-10 04:30 PM,2025-03-10 05:00 PM,,"
"
Soccer IA vs. HMS,2025-03-10 05:00 PM,2025-03-10 05:30 PM,,"
"
Jr. Beta Meeting- Cafeteria,2025-03-11 03:30 PM,2025-03-11 04:30 PM,,"
"
BB IA @HMS,2025-03-11 04:30 PM,2025-03-11 05:30 PM,,"
"
Gym: MS Cheer Clinic/Tryouts,2025-03-12 03:30 PM,2025-03-12 05:30 PM,Gym,"
"
SB IA VS. JBMS ,2025-03-12 04:30 PM,2025-03-12 05:00 PM,,"
"
Gym: MS Cheer Clinic/Tryouts,2025-03-13 03:30 PM,2025-03-13 05:30 PM,Gym,"
"
Robotics State Competition-APSU,2025-03-14,2025-03-16,,"
"
Gym: MS Cheer Clinic/Tryouts,2025-03-14 03:30 PM,2025-03-14 05:30 PM,Gym,"
"
Soccer at Sycamore,2025-03-18 05:00 PM,2025-03-18 07:00 PM,,"
"
SB CMS VS. IA,2025-03-24 04:30 PM,2025-03-24 05:00 PM,,"
"
BB IA@CMS,2025-03-24 04:30 PM,2025-03-24 05:00 PM,,"
"
Soccer IA vs. GMS,2025-03-24 05:00 PM,2025-03-24 05:30 PM,,"
"
BB CMS @IA,2025-03-25 04:30 PM,2025-03-25 05:00 PM,,"
"
SB ERMS VS. IA,2025-03-26 04:30 PM,2025-03-26 05:00 PM,,"
"
Soccer IA vs. CMS,2025-03-26 05:00 PM,2025-03-26 05:30 PM,,"
"
Baseball game vs CCS (away),2025-03-28 04:00 PM,2025-03-28 06:00 PM,,"
"
SB GMS VS. IA,2025-03-31 04:30 PM,2025-03-31 05:00 PM,,"
"
BB IA @JBMS,2025-03-31 04:30 PM,2025-03-31 05:00 PM,,"
"
Soccer ERMS vs. IA,2025-03-31 05:00 PM,2025-03-31 05:30 PM,,"
"
SB HMS VS. IA ,2025-04-02 04:30 PM,2025-04-02 05:00 PM,,"
"
BB JBMS @IA,2025-04-02 04:30 PM,2025-04-02 05:00 PM,,"
"
FBLA-Leadership Conference,2025-04-07,2025-04-10,,"
"
Soccer GMS vs. IA,2025-04-07 05:00 PM,2025-04-07 05:30 PM,,"
"
High School Band Banquet,2025-04-07 06:00 PM,2025-04-07 09:00 PM,"Springfield Baptist Church (400 N Main St, Springfield, TN 37172, United States)","
"
Soccer District Tournament @ HMS,2025-04-11,2025-04-19,,"
"
Cancelled BB @Davidson Academy ,2025-04-11 05:00 PM,2025-04-11 05:30 PM,,"
"
BB District Tournament,2025-04-14,2025-04-17,,"
"
HS VB/Cheer Awards/Celebration Night,2025-04-17 06:00 PM,2025-04-17 08:00 PM,,"
"
MS Football Spring Camp,2025-04-21 04:00 PM,2025-04-21 06:00 PM,,"Spring Camp in lieu of tryouts
"
Athletic Banquet,2025-04-27,2025-04-28,"Honeysuckle Hill Farm (1765 Martins Chapel Church Rd, Springfield, TN 37172, United States)","
"
Thespian Club Induction,2025-04-29 06:00 PM,2025-04-29 07:00 PM,,"
"
MS Flag Football game,2025-05-03 06:30 PM,2025-05-03 08:00 PM,,"Only those that participated in camp may play in the game.
"
HS VB Fundraiser Game,2025-05-09 02:00 PM,2025-05-09 03:30 PM,,"
"
Girls Soccer Tryouts,2025-05-23 12:00 PM,2025-05-23 02:00 PM,,"
"
Girls Soccer Tryouts,2025-05-24 12:00 PM,2025-05-24 02:00 PM,,"
"
Cross Country Parent Information Meeting,2025-05-26 06:00 PM,2025-05-26 07:00 PM,"Innovation Academy of Robertson County (715 5th Ave W, Springfield, TN 37172, United States)","Meeting in IA Library
"
MS VB Tryouts,2025-05-27 11:00 AM,2025-05-27 01:30 PM,,"
"
HS Volleyball tryouts,2025-05-27 02:00 PM,2025-05-27 05:00 PM,,"
"
MS Girls Basketball Tryouts,2025-06-02 12:00 PM,2025-06-02 02:00 PM,,"
"
MS Boys Basketball Tryouts,2025-06-02 02:00 PM,2025-06-02 04:00 PM,,"
"
MS Football Parent meeting,2025-06-02 05:00 PM,2025-06-02 06:00 PM,,"
"
MS Boys Basketball Tryouts,2025-06-03 02:00 PM,2025-06-03 04:00 PM,,"
"
Girls Soccer Tryouts,2025-06-09 05:00 PM,2025-06-09 07:00 PM,,"
"
HS VB Scrimmage vs McEwen HS,2025-07-17 02:00 PM,2025-07-17 04:00 PM,,"Time TBD
"
HS Football Scrimmage vs. Chapel Hill Christian,2025-08-01 06:30 PM,2025-08-01 09:30 PM,,"
"
MS Football: Jamboree @JBMS,2025-08-02,2025-08-03,,"
"
MS Volleyball vs GMS,2025-08-06 05:00 PM,2025-08-06 07:00 PM,,"
"
HS Football Scrimmage @ Clarksville Academy,2025-08-08,2025-08-09,,"
"
HS FB Scrimmage vs CCS,2025-08-09 06:30 PM,2025-08-09 08:30 PM,,"
"
MS Volleyball vs ERMS,2025-08-11 05:00 PM,2025-08-11 07:00 PM,,"Opponent: East Robertson
JV 5p, V 6p
"
Girls Soccer @IA,2025-08-11 06:00 PM,2025-08-11 07:30 PM,,"
"
MS Volleyball vs JBMS,2025-08-13 05:00 PM,2025-08-13 07:00 PM,,"Opponent: Jo Byrns Middle School
JV 5p, V 6p
"
Girls Soccer @IA,2025-08-13 06:00 PM,2025-08-13 07:30 PM,,"
"
MS Girls Basketball Final Tryouts,2025-08-14 05:30 PM,2025-08-14 07:30 PM,,"
"
HS Football Jamboree,2025-08-15,2025-08-16,,"
"
HS Volleyball @ Mount Juliet Christian Academy,2025-08-18 05:00 PM,2025-08-18 07:00 PM,"Mt. Juliet Christian Academy (735 N Mount Juliet Rd, Mount Juliet, TN 37122, United States)","JV 5p
V 6
"
MS Volleyball vs CMS,2025-08-18 05:00 PM,2025-08-18 07:00 PM,,"
"
MS Volleyball vs WHHMS,2025-08-20 05:00 PM,2025-08-20 07:00 PM,,"Opponent: Jo Byrns Middle School
JV 5p, V 6p
"
HS Volleyball @ WHHHS,2025-08-20 05:00 PM,2025-08-20 07:00 PM,"White House Heritage High School (7744 Highway 76 E, White House, TN 37188, United States)","
"
Girls Soccer @IA,2025-08-20 06:00 PM,2025-08-20 07:30 PM,,"
"
MS Football vs Sycamore ,2025-08-21 06:30 PM,2025-08-21 08:45 PM,,"
"
HS Volleyball Match: vs JECA,2025-08-22 05:00 PM,2025-08-22 07:00 PM,,"JV 5p
V 6p
"
HS Football @ Liberty Tech Magnet,2025-08-22 07:00 PM,2025-08-22 09:00 PM,"Liberty Tech High School (3470 Ridgecrest Road Ext, Jackson, TN 38305, United States)","
"
MS Volleyball @ GMS,2025-08-25 05:00 PM,2025-08-25 07:00 PM,,"
"
HS Volleyball @ CCS (White House),2025-08-25 05:00 PM,2025-08-25 07:00 PM,,"JV 5p
V 6p
"
HS Volleyball Conf Match @ Trousdale,2025-08-26 05:00 PM,2025-08-26 07:00 PM,,"JV 5p
V 6p
"
MS Football @ ERHS,2025-08-26 06:30 PM,2025-08-26 08:45 PM,,"
"
MS Volleyball @ CMS,2025-08-27 05:00 PM,2025-08-27 07:00 PM,,"
"
HS Volleyball Conf Match @ ERHS,2025-08-28 05:00 PM,2025-08-28 07:00 PM,,"JV 5p
V 6p
"
HS Football @ Grundy County,2025-08-29 07:00 PM,2025-08-29 09:00 PM,,"
"
HS Volleyball vs. Jo Byrns,2025-09-02 05:00 PM,2025-09-02 07:00 PM,,"JV 5p
V 6p
"
MS Football @ WH Heritage ,2025-09-02 06:30 PM,2025-09-02 08:45 PM,,"
"
MS Volleyball @ ERHS,2025-09-03 05:00 PM,2025-09-03 07:00 PM,,"JV 5p, V 6p
"
HS Volleyball vs. Smith County,2025-09-04 05:00 PM,2025-09-04 07:00 PM,,"JV 5p
V 6p
"
MS Football @Cheatham County,2025-09-04 06:30 PM,2025-09-04 08:45 PM,,"
"
HS Football @ Trousdale Co,2025-09-04 07:00 PM,2025-09-04 09:00 PM,,"
"
MS Volleyball @ Jo Byrns,2025-09-08 05:00 PM,2025-09-08 07:00 PM,,"JV 5p, V 6p
"
HS Volleyball @ Gordonsville High,2025-09-09 05:00 PM,2025-09-09 07:00 PM,,"JV 5p
V 6p
"
MS Football vs CMS @IA,2025-09-09 06:30 PM,2025-09-09 08:45 PM,,"
"
MS Volleyball @ WHHMS,2025-09-10 05:00 PM,2025-09-10 07:00 PM,,"
"
Girls Soccer @IA,2025-09-10 06:00 PM,2025-09-10 07:30 PM,,"
"
Jr. Beta-Library,2025-09-11 03:30 PM,2025-09-11 04:30 PM,,"
"
HS Volleyball vs. Trousdale High,2025-09-11 05:00 PM,2025-09-11 07:00 PM,,"JV 5p
V 6p
"
HS Volleyball vs LEAD Academy,2025-09-12 05:00 PM,2025-09-12 06:00 PM,,"
"
HS Football @ Lookout Valley,2025-09-12 07:00 PM,2025-09-12 09:00 PM,,"
"
HS VB Tournament ,2025-09-13,2025-09-14,,"McEwen High School
"
MS Volleyball District Tournament @WHHMS,2025-09-15,2025-09-18,,"
"
HS Volleyball vs Portland High ,2025-09-15 05:00 PM,2025-09-15 07:00 PM,,"
"
HS Volleyball vs. East Robertson High,2025-09-16 05:00 PM,2025-09-16 07:00 PM,,"JV 5p
V 6p
"
Homecoming! MS Football vs JBMS @IA,2025-09-16 05:00 PM,2025-09-16 07:15 PM,,"
"
Girls Soccer @IA,2025-09-17 06:00 PM,2025-09-17 07:30 PM,,"
"
HS Volleyball @ Jo Byrns,2025-09-18 05:00 PM,2025-09-18 07:00 PM,,"JV 5p
V 6p
"
HS Volleyball vs MJCA,2025-09-19 05:00 PM,2025-09-19 07:00 PM,,"
"
HS Football vs. Cheatham County,2025-09-19 07:00 PM,2025-09-19 09:00 PM,,"
"
MS Girls Soccer District Tourney @ IA,2025-09-22,2025-09-27,,"
"
HS Volleyball vs East Nashville,2025-09-22 05:00 PM,2025-09-22 07:00 PM,,"
"
HS Volleyball @ Smith County High,2025-09-23 05:00 PM,2025-09-23 07:00 PM,,"JV 5p
V 6p
"
MS FB game @ Greenbrier,2025-09-23 06:30 PM,2025-09-23 08:45 PM,,"
"
HS Volleyball vs. Gordonsville High,2025-09-25 05:00 PM,2025-09-25 07:00 PM,,"JV 5p
V 6p
"
HS Football Homecoming,2025-09-25 06:00 PM,2025-09-25 07:00 PM,,"
"
HS Football vs. Zion Christian Academy,2025-09-25 07:00 PM,2025-09-25 09:00 PM,,"
"
Home VB Match vs CCS (White House,2025-09-26 05:00 PM,2025-09-26 07:00 PM,,"JV 5p
V 6p
"
HS Volleyball @ Portland HS,2025-09-29 05:00 PM,2025-09-29 07:00 PM,,"
"
HS Volleyball @ East Nashville,2025-09-30 05:00 PM,2025-09-30 07:00 PM,,"
"
MS Football RCMSAA Semi-final,2025-09-30 06:30 PM,2025-09-30 08:45 PM,,"
"
HS Volleyball @ JECA ,2025-10-02 05:00 PM,2025-10-02 07:00 PM,,"
"
HS Football Senior Night,2025-10-03 06:00 PM,2025-10-03 07:00 PM,,"
"
HS Football vs. Stewart County ,2025-10-03 07:00 PM,2025-10-03 09:00 PM,,"
"
HS Volleyball District Tournament,2025-10-06,2025-10-09,,"
"
MS FB RCMSAA Championship @GMS,2025-10-07 06:30 PM,2025-10-07 07:00 PM,,"
"
Jr. Beta-Library,2025-10-08 03:30 PM,2025-10-08 04:30 PM,,"
"
HS Football vs. JBHS,2025-10-10 07:00 PM,2025-10-10 09:00 PM,,"
"
HS VB Regionals,2025-10-14,2025-10-15,,"
"
HS Volleyball State Tournament,2025-10-21,2025-10-25,,"
"
Veterans Day Program,2025-11-11 02:00 PM,2025-11-11 03:00 PM,Auditorium,"
"
