Event Name,Event Start,Event End,Event Location,Event Description
Kona Ice ,2024-10-22,2024-10-23,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Title One Night,2024-10-22 04:30 PM,2024-10-22 06:30 PM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Candy Sale Fundraiser,2024-10-25,2024-10-26,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","During Related Arts Classes
"
Mock Election,2024-10-25 07:00 AM,2024-10-25 07:30 AM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Students will vote for President and Senator in this Mock Election
"
Red Ribbon Week: Elect to be Drug Free,2024-10-28,2024-10-29,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Kickoff Red Ribbon Week & Elect to be Drug-Free: Wear Red, White, and Blue
"
Red Ribbon Week: Imagine a World without Drugs,2024-10-29,2024-10-30,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Deck out in Disney attire
"
Red Ribbon Week: Don't Get Mixed Up in Drugs,2024-10-30,2024-10-31,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Wear your craziest Mixed-up Outfit
"
Red Ribbon Week: Don't Get Mixed Up in Drugs,2024-10-30,2024-10-31,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Wear your craziest Mixed-up Outfit
"
"Red Ribbon Week: Hocus Pocus, Drugs Aren't Our Focus",2024-10-31,2024-11-01,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Dress as your favorite movie star!
"
Kona Ice ,2024-11-12,2024-11-13,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
EL Parent Breakfast,2024-11-22 07:30 AM,2024-11-22 09:00 AM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Candy Sale Fundraiser,2024-11-26,2024-11-27,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","During Related Arts Classes
"
Book Fair Week,2024-12-02 07:30 AM,2024-12-02 02:30 PM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Shop online at
Book Fair Homepage<https://bookfairs.scholastic.com/bf/coopertownmiddlelibrary>
"
Benchmark Testing,2024-12-09,2024-12-10,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Monday- ELA
Tuesday- Social Studies
Wednesday- Mathematics
Thursday- Science
"
Band Concert,2024-12-10 06:30 PM,2024-12-10 07:30 PM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Student Council Field Trip,2024-12-12,2024-12-13,,"
"
Merry Monday Morning (Dress-Up Day),2024-12-16,2024-12-17,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Wear your most festive holiday Pajamas
"
Choir Concert,2024-12-16 06:30 PM,2024-12-16 07:30 PM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Twinkly Tuesday (Dress-Up Day),2024-12-17,2024-12-18,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Wera your ugliest, twinklyest sweater
"
"Wednesday, Jingle Bells and Tinsel Toes (Dress-Up Day)",2024-12-18,2024-12-19,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Wear your Christmas socks and all the Christmas accessories
"
8th Grade Career Field Trip,2024-12-18,2024-12-19,,"
"
Big Three Thursday (Dress-Up Week),2024-12-19,2024-12-20,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Wear as much red, white, and green as you can.
"
Reward Day Field Trip,2024-12-19,2024-12-20,"The City Forum (2231 Madison St Ste T, Clarksville, TN 37043, United States)","
"
Festive Friday (Dress-Up Day),2024-12-20 06:30 AM,2024-12-20 11:00 AM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Wear your favorite holiday shirt
"
Last Day for Yearbook Orders,2025-01-09,2025-01-10,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Price increases to $35 after today
Order online at www.mericrisp.com<http://www.mericrisp.com> or call 615-746-1234
"
4H Meeting,2025-01-14 07:30 AM,2025-01-14 08:00 AM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Candy Fundraiser,2025-01-17,2025-01-18,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Picture Retakes,2025-01-23,2025-01-24,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Picture Retakes and Pictures for new students
"
Kona Ice ,2025-01-28,2025-01-29,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Future SHS Freshmen Tours,2025-02-06 08:45 AM,2025-02-06 11:15 AM,"Springfield High School (5240 Highway 76 E, Springfield, TN 37172, United States)","
"
Future Freshman SHS Parent Night,2025-02-06 06:00 PM,2025-02-06 08:00 PM,"Springfield High School (5240 Highway 76 E, Springfield, TN 37172, United States)","
"
AH Dress Up Day (Kick Out Heart Disease),2025-02-10,2025-02-11,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Wear your favorite team color, shirt, or jersey
"
AH Dress Up Day (Be a Heart Hero),2025-02-11,2025-02-12,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Superhero Day
"
AH Dress Up Day (Don't Let Your Heart Get Wacky),2025-02-12,2025-02-13,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Mix-Match Day
"
Freshmen Course Selection Day,2025-02-12 04:00 PM,2025-02-12 07:00 PM,"Springfield High School (5240 Highway 76 E, Springfield, TN 37172, United States)","
"
AH Dress Up Day (On the Hunt for Heart Health),2025-02-13,2025-02-14,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Wear your Camo Gear
"
AH Dress Up Day (Red Out Day),2025-02-14,2025-02-15,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Wear Red and/or Hearts
"
Freshmen Course Selection Day,2025-02-15 09:00 AM,2025-02-15 12:00 PM,"Springfield High School (5240 Highway 76 E, Springfield, TN 37172, United States)","
"
SHS Spirit Gear Sale during Lunch,2025-02-20 11:00 AM,2025-02-20 01:00 PM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Parent-Teacher Conferences,2025-02-20 03:30 PM,2025-02-20 06:30 PM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Everyone is welcome.  Reach out to your child's teacher to schedule a time.
"
Choir Festival,2025-02-25,2025-02-26,,"
"
Kona Ice ,2025-02-25,2025-02-26,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
CMS Literacy Night,2025-03-04 04:00 PM,2025-03-04 06:00 PM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Parent-Teacher Conferences,2025-03-11 03:30 PM,2025-03-11 06:30 PM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Everyone is welcome.  Reach out to your child's teacher to schedule a time.
"
Kona Ice ,2025-03-25,2025-03-26,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
4H Meeting,2025-03-25 07:30 AM,2025-03-25 08:00 AM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Pride & Prejudice (Local HS),2025-03-28 09:00 AM,2025-03-28 11:00 AM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Spring Fling Dance,2025-04-08 06:00 PM,2025-04-08 08:00 PM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","-Tickets are $6 and available at the gate or online at GoFan
-Semi casual dress
"
RISE Field Trip,2025-04-10,2025-04-11,"Austin Peay State University (601 College St, Clarksville, TN 37044, United States)","Math Contest
"
Kona Ice ,2025-04-22,2025-04-23,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Beta Introduction,2025-04-24 06:00 PM,2025-04-24 06:30 PM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Candy Fundraiser,2025-04-25,2025-04-26,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Autism Awareness Dress-Up (Magnificent Mind Monday),2025-04-28,2025-04-29,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Wear a hat or fun headband to celebrate all the wonderful ways our minds are able to work.
"
Autism Awareness Dress-Up (Light it Up Blue Tuesday),2025-04-29,2025-04-30,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Wear blue for awareness, acceptance, and appreciation
"
Autism Awareness Dress-Up (What's Your Passion Wednesday),2025-04-30,2025-05-01,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Dress in a way that shows your favorite interests or hobbies (favorite superhero, favorite book character, etc)
"
Autism Awareness Dress-Up (Born to Stand Out Thursday),2025-05-01,2025-05-02,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Wear Bright Colors
"
Cookie Sale,2025-05-01 07:00 AM,2025-05-01 08:00 AM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Candy Fundraiser,2025-05-02,2025-05-03,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Autism Awareness Dress-Up (CMS Support),2025-05-02,2025-05-03,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Wear Purple and Gold
"
Elementary School Visits,2025-05-05,2025-05-06,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Kona Ice ,2025-05-06,2025-05-07,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Choir Concert,2025-05-06 06:30 PM,2025-05-06 07:00 PM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Play: A Night Under the Stars,2025-05-09 07:00 PM,2025-05-09 09:00 PM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Performed by the CMS Drama Club;

Join the cast at 5:30pm for some desserts and games
"
Play: A Night Under the Stars,2025-05-10 02:00 PM,2025-05-10 04:00 PM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Performed by the CMS Drama Club;

"
Awards Night (6th & 7th Grade),2025-05-12 06:30 PM,2025-05-12 07:00 PM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Band Concert,2025-05-13 06:30 PM,2025-05-13 07:00 PM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
Reward Day,2025-05-15,2025-05-16,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Includes Gaming trucks, a dunk tank, inflatables, painting, and more
"
Awards Night (8th Grade),2025-05-19 06:30 PM,2025-05-19 07:00 PM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
8th Grade Breakfast,2025-05-20 07:30 AM,2025-05-20 08:00 AM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","
"
