Event Name,Event Start,Event End,Event Location,Event Description
Wrestling v. Green Hills,2025-01-14 05:00 PM,2025-01-14 08:00 PM,,"
"
Basketball @ Macon County,2025-01-14 06:00 PM,2025-01-14 10:00 PM,,"
"
Wrestling @ ERHS,2025-01-17 01:00 PM,2025-01-17 03:00 PM,,"
"
Basketball @ White House,2025-01-17 06:00 PM,2025-01-17 10:00 PM,,"
"
Wrestling Districts Duals ,2025-01-21 04:30 PM,2025-01-21 06:30 PM,,"
"
Basketball @ Heritage ,2025-01-21 06:00 PM,2025-01-21 10:00 PM,,"
"
Health Screenings,2025-01-23,2025-01-24,,"
"
Wrestling Region Duals,2025-01-23,2025-01-24,,"
"
Basketball v. Station Camp ,2025-01-24 06:00 PM,2025-01-24 10:00 PM,,"
"
Wrestling Sectionals Duals,2025-01-25,2025-01-26,,"
"
GHS Cheer & Showstopper Send-Off to Nationals,2025-01-26 04:00 PM,2025-01-26 07:00 PM,,"
"
Basketball v. Portland,2025-01-28 06:00 PM,2025-01-28 10:00 PM,,"
"
UDA Nationals,2025-01-29,2025-02-04,,"
"
Basketball v. Macon Co.,2025-01-31 06:00 PM,2025-01-31 10:00 PM,,"
"
Wrestling State Duals ,2025-02-01,2025-02-02,,"
"
Robertson County Honor Band,2025-02-03,2025-02-05,,"
"
Basketball v. White House,2025-02-04 06:00 PM,2025-02-04 09:00 PM,,"
"
National High School Cheerleading Championship,2025-02-06,2025-02-12,,"
"
AV Field Trip,2025-02-06,2025-02-07,,"
"
Basketball v. East Robertson,2025-02-06 06:00 PM,2025-02-06 10:00 PM,,"
"
Wrestling Region V Tournament,2025-02-08,2025-02-09,,"
"
Baseball Dinner,2025-02-08,2025-02-09,,"
"
HOSA Blood Drive,2025-02-11 08:00 AM,2025-02-11 11:00 AM,,"
"
Basketball @ Station Camp,2025-02-11 06:00 PM,2025-02-11 10:00 PM,,"
"
CDC Valentine's Dance @ Heritage,2025-02-14,2025-02-15,,"
"
Basketball @ Portland,2025-02-14 06:00 PM,2025-02-14 09:00 PM,,"
"
Wrestling Sectional Dinner,2025-02-15,2025-02-16,,"
"
Basketball v. Liberty Creek,2025-02-17 06:00 PM,2025-02-17 10:00 PM,,"
"
Basketball District Tournament ,2025-02-19,2025-02-26,,"
"
Prom Fashion Show Practice,2025-02-19 03:00 PM,2025-02-19 08:00 PM,,"
"
Prom Fashion Show,2025-02-20 06:00 PM,2025-02-20 07:00 PM,,"
"
FFA Goodwill Tour,2025-02-21,2025-02-22,,"
"
Spring Sports Pictures,2025-02-24,2025-02-25,,"
"
Night of Improv,2025-02-24 06:00 PM,2025-02-24 07:00 PM,,"
"
Showstoppers Parent Meeting,2025-02-25 06:00 PM,2025-02-25 07:00 PM,,"
"
FFA Ag Mechanical District Competition,2025-02-27,2025-02-28,,"
"
Cheer Parent Meeting,2025-02-27 06:00 PM,2025-02-27 07:00 PM,,"
"
Basketball Region Tournament,2025-02-28,2025-03-07,,"
"
Baseball @ Jo Byrns,2025-03-03 05:00 PM,2025-03-03 07:00 PM,,"
"
Baseball v. Montgomery Central,2025-03-05 06:30 PM,2025-03-05 08:30 PM,,"
"
Tennis @ Memorial Park,2025-03-06,2025-03-07,,"
"
Jostens Regional Conference,2025-03-06,2025-03-07,,"
"
Pep Rally,2025-03-07 09:30 AM,2025-03-07 10:00 AM,,"
"
Baseball v. Gallatin,2025-03-07 07:00 PM,2025-03-07 09:00 PM,,"
"
Track Middle TN Jamboree at Wilson County HS,2025-03-08 08:00 AM,2025-03-08 03:00 PM,,"
"
Showstoppers Tryouts,2025-03-10 03:00 PM,2025-03-10 06:30 PM,,"
"
Baseball v. Liberty Creek,2025-03-10 06:30 PM,2025-03-10 08:30 PM,,"
"
Robertson County Choir Event,2025-03-11,2025-03-12,,"
"
Showstoppers Tryouts,2025-03-11 03:00 PM,2025-03-11 06:30 PM,,"
"
Soccer @ SHS,2025-03-11 05:00 PM,2025-03-11 07:00 PM,,"
"
Showstoppers Tryouts,2025-03-12 03:00 PM,2025-03-12 06:30 PM,,"
"
Baseball v. Heritage,2025-03-12 06:30 PM,2025-03-12 08:30 PM,,"
"
Soccer @ Sycamore,2025-03-13 08:00 AM,2025-03-13 08:30 AM,,"
"
Showstoppers Tryouts,2025-03-13 03:00 PM,2025-03-13 06:30 PM,,"
"
Track @ Dickson County,2025-03-13 04:30 PM,2025-03-13 06:30 PM,,"
"
Band/Choral Concert,2025-03-13 06:00 PM,2025-03-13 07:30 PM,,"
"
Baseball @ Beech,2025-03-14 05:30 PM,2025-03-14 07:30 PM,,"
"
Softball Gulf Shores ,2025-03-17,2025-03-20,,"
"
FFA State Convention,2025-03-23,2025-03-27,,"
"
Baseball @ Portland,2025-03-24 06:30 PM,2025-03-24 08:30 PM,,"
"
Tennis @ Memorial Park,2025-03-25,2025-03-26,,"
"
Baseball v. Portland,2025-03-25 06:30 PM,2025-03-25 08:30 PM,,"
"
Soccer @ Fairview,2025-03-25 07:00 PM,2025-03-25 09:00 PM,,"
"
Cheer Tryouts,2025-03-26 03:00 PM,2025-03-26 05:30 PM,,"
"
Tennis @ Memorial Park,2025-03-27,2025-03-28,,"
"
Softball Kingsport Tournament,2025-03-27,2025-03-31,,"
"
Cheer Tryouts,2025-03-27 03:00 PM,2025-03-27 05:30 PM,,"
"
Baseball v. Harpeth,2025-03-27 06:30 PM,2025-03-27 08:30 PM,,"
"
Soccer v. Cane Ridge,2025-03-27 07:00 PM,2025-03-27 09:00 PM,,"
"
Cheer Tryouts,2025-03-28 03:00 PM,2025-03-28 05:30 PM,,"
"
Baseball @ Harpeth,2025-03-28 06:30 PM,2025-03-28 08:30 PM,,"
"
Track Cobra Classic at Kirkwood,2025-03-29 08:00 AM,2025-03-29 03:00 PM,,"
"
Baseball v. White House,2025-03-31 06:30 PM,2025-03-31 08:30 PM,,"
"
Tennis @ Memorial Park,2025-04-01,2025-04-02,,"
"
Baseball @ White House,2025-04-01 06:30 PM,2025-04-01 08:30 PM,,"
"
Soccer @ Merrol Hyde,2025-04-01 07:00 PM,2025-04-01 09:00 PM,,"
"
FCCLA Leadership Conference and Star Events,2025-04-02,2025-04-05,,"
"
Flag Football @ East Robertson,2025-04-03,2025-04-04,,"
"
Tennis @ Summer Crest,2025-04-03 03:00 PM,2025-04-03 07:00 PM,,"
"
Track at Dickson,2025-04-03 04:30 PM,2025-04-03 08:30 PM,,"
"
Softball v. Macon County,2025-04-03 05:00 PM,2025-04-03 07:00 PM,,"
"
Baseball @ SHS ,2025-04-03 06:30 PM,2025-04-03 08:30 PM,,"
"
Soccer @ White House,2025-04-03 07:00 PM,2025-04-03 09:00 PM,,"
"
Track at MLK Park,2025-04-05 08:00 AM,2025-04-05 04:00 PM,,"
"
Prom,2025-04-05 07:00 PM,2025-04-05 11:00 PM,,"
"
FBLA State Leadership Conference,2025-04-06,2025-04-10,,"
"
Softball @ Station Camp,2025-04-07 05:00 PM,2025-04-07 07:00 PM,,"
"
Baseball @ Macon County,2025-04-07 06:30 PM,2025-04-07 08:30 PM,,"
"
Tennis @ Liberty Creek,2025-04-08,2025-04-09,,"
"
Softball v. White House,2025-04-08 05:00 PM,2025-04-08 08:00 PM,,"
"
Baseball v. Macon County,2025-04-08 06:30 PM,2025-04-08 08:30 PM,,"
"
Soccer @ Merrol Hyde,2025-04-08 07:00 PM,2025-04-08 09:00 PM,,"
"
Flag Football @ Cheatham,2025-04-10,2025-04-11,,"
"
Tennis @ Municipal Park,2025-04-10,2025-04-11,,"
"
Track at Dickson County,2025-04-10 04:30 PM,2025-04-10 08:30 PM,,"
"
Baseball @ Liberty Creek,2025-04-10 06:30 PM,2025-04-10 08:30 PM,,"
"
Music Man Theater Production,2025-04-10 07:00 PM,2025-04-10 10:00 PM,,"
"
Music Man Theater Production,2025-04-11 07:00 PM,2025-04-11 10:00 PM,,"
"
Soccer v. Portland,2025-04-11 07:00 PM,2025-04-11 09:00 PM,,"
"
Track at Ft. Campbell,2025-04-12 08:00 AM,2025-04-12 04:00 PM,,"
"
Music Man Theater Production,2025-04-12 07:00 PM,2025-04-12 11:00 PM,,"
"
Baseball v. Station Camp,2025-04-14 07:00 PM,2025-04-14 09:00 PM,,"
"
Tennis @ White House,2025-04-15,2025-04-16,,"
"
Softball @ Jo Byrns,2025-04-15 05:00 PM,2025-04-15 07:00 PM,,"
"
Baseball @ Station Camp,2025-04-15 07:00 PM,2025-04-15 09:00 PM,,"
"
Soccer @ Station Camp,2025-04-15 07:00 PM,2025-04-15 09:00 PM,,"
"
Flag Football @ GHS,2025-04-17,2025-04-18,,"
"
Time Trials @ MLK Park,2025-04-17,2025-04-18,,"
"
Tennis @ Gallatin,2025-04-17,2025-04-18,,"
"
Softball @ East Robertson,2025-04-17 05:00 PM,2025-04-17 07:00 PM,,"
"
Baseball @ Clarksville Academy,2025-04-17 06:00 PM,2025-04-17 08:00 PM,,"
"
Soccer v. Macon County,2025-04-17 07:00 PM,2025-04-17 09:00 PM,,"
"
Soccer v. CCS,2025-04-18 07:00 PM,2025-04-18 09:00 PM,,"
"
Baseball v. Sycamore,2025-04-21 07:00 PM,2025-04-21 09:00 PM,,"
"
Flag Football @ East Robertson ,2025-04-22,2025-04-23,,"
"
Tennis @ Sumner Crest,2025-04-22,2025-04-23,,"
"
Soccer @ White House,2025-04-22 04:30 PM,2025-04-22 06:30 PM,,"
"
Softball @ Macon County,2025-04-22 05:00 PM,2025-04-22 08:00 PM,,"
"
Baseball @ Sycamore,2025-04-22 07:00 PM,2025-04-22 09:00 PM,,"
"
Flag Football @ Sycamore,2025-04-24,2025-04-25,,"
"
Tennis Districts,2025-04-24,2025-04-25,,"
"
Softball @ White House,2025-04-24 05:00 PM,2025-04-24 07:00 PM,,"
"
Soccer v. Kenwood,2025-04-24 06:30 PM,2025-04-24 08:30 PM,,"
"
Baseball @ Fairview,2025-04-24 06:30 PM,2025-04-24 08:30 PM,,"
"
Softball Griffin Classic @ Drakes Creek,2025-04-25,2025-04-26,,"
"
Soccer v. Pearl Cohn,2025-04-25 05:00 PM,2025-04-25 07:00 PM,,"
"
Baseball v. Fairview,2025-04-25 06:30 PM,2025-04-25 08:30 PM,,"
"
Track @ Riverdale Tomahawk Classic,2025-04-26,2025-04-27,,"
"
Softball v. ERHS,2025-04-28 05:00 PM,2025-04-28 07:00 PM,,"
"
Soccer @ Republic,2025-04-28 05:00 PM,2025-04-28 07:00 PM,,"
"
Baseball v. Jo Byrns,2025-04-28 06:30 PM,2025-04-28 08:30 PM,,"
"
Flag Football TBD,2025-04-29,2025-04-30,,"
"
Softball v. Heritage,2025-04-29 05:00 PM,2025-04-29 07:00 PM,,"
"
Soccer v. Hunters Lane,2025-04-30 07:00 PM,2025-04-30 09:00 PM,,"
"
Flag Football @ Heritage,2025-05-01,2025-05-02,,"
"
Softball v. White House @ Portland,2025-05-01 05:00 PM,2025-05-01 07:00 PM,,"
"
Wrestling Field Trip,2025-05-02,2025-05-03,,"
"
Special Olympics,2025-05-02,2025-05-03,,"
"
Flag Football v. Cheatham County,2025-05-02,2025-05-03,,"
"
Soccer @ White House,2025-05-02 04:30 PM,2025-05-02 06:30 PM,,"
"
Flag Football @ Heritage,2025-05-05,2025-05-06,,"
"
FFA Banquet,2025-05-06 03:00 PM,2025-05-06 07:00 PM,,"
"
Flag Football Tournament,2025-05-08,2025-05-09,,"
"
Spring Fine Arts Night,2025-05-08 06:00 PM,2025-05-08 08:00 PM,,"
"
Flag Football Semis and Finals,2025-05-09,2025-05-10,,"
"
Volleyball Practice,2025-05-13 03:00 PM,2025-05-13 05:00 PM,,"
"
Volleyball Practice,2025-05-14 03:00 PM,2025-05-14 05:00 PM,,"
"
Volleyball Practice ,2025-05-15 03:00 PM,2025-05-15 05:00 PM,,"
"
Band Banquet ,2025-05-16 06:00 PM,2025-05-16 08:00 PM,,"
"
Class of 1975 Class Reunion,2025-05-17 06:30 PM,2025-05-17 09:30 PM,,"
"
Volleyball Open Gym,2025-05-20 03:00 PM,2025-05-20 05:00 PM,,"
"
Volleyball Open Gym,2025-05-21 03:00 PM,2025-05-21 05:00 PM,,"
"
Volleyball Open Gym,2025-05-22 03:00 PM,2025-05-22 05:00 PM,,"
"
Volleyball Tryouts,2025-05-23 12:00 PM,2025-05-23 03:00 PM,,"
"
Marching Band Kickoff,2025-05-23 01:00 PM,2025-05-23 04:00 PM,,"
"
Marching Band Kickoff,2025-05-24 09:00 AM,2025-05-24 01:00 PM,,"
"
Color Guard & Percussion Camp,2025-05-27 04:00 PM,2025-05-27 08:00 PM,,"
"
Journalism Field Trip to Jostens Plant,2025-07-25,2025-07-26,,"
"
Jr. Pro Cheer Clinic,2025-07-26,2025-07-27,,"
"
Volleyball Camp,2025-07-31 08:00 AM,2025-07-31 03:00 PM,,"
"
Fall Sports Pictures,2025-08-01,2025-08-02,,"
"
Pep Rally,2025-08-08 09:30 AM,2025-08-08 10:00 AM,,"
"
DCI Semifinals-Theater,2025-08-08 03:30 PM,2025-08-08 10:00 PM,,"
"
Golf @ Long Hollow,2025-08-11 03:30 PM,2025-08-11 09:00 PM,,"
"
Pep Rally on the Square,2025-08-13 05:30 PM,2025-08-13 07:30 PM,,"
"
Golf @ Kenny Perry,2025-08-14 03:30 PM,2025-08-14 09:00 PM,,"
"
FFA Contest at State Fair,2025-08-18,2025-08-19,,"
"
Golf @ Legacy,2025-08-18 01:00 PM,2025-08-18 08:00 PM,,"
"
Golf @ Country Hills,2025-08-19 01:00 PM,2025-08-19 08:00 PM,,"
"
Soccer @ Maplewood,2025-08-19 05:00 PM,2025-08-19 07:00 PM,,"
"
Volleyball v. Jo Byrns,2025-08-19 06:00 PM,2025-08-19 08:00 PM,,"
"
Volleyball In-School Match v. SHS,2025-08-20 01:30 PM,2025-08-20 03:30 PM,,"
"
FFA State Dairy Judging,2025-08-21,2025-08-22,,"
"
Volleyball v. Liberty Creek,2025-08-21 06:00 PM,2025-08-21 08:00 PM,,"
"
Soccer v. ERHS,2025-08-21 06:00 PM,2025-08-21 08:00 PM,,"
"
Volleyball Mid-TN Classic @ Oakland,2025-08-22,2025-08-24,,"
"
Football @ Heritage,2025-08-22 07:00 PM,2025-08-22 10:00 PM,,"
"
Golf-Robertson County Cup,2025-08-25,2025-08-26,,"
"
Volleyball v. Hendersonville,2025-08-25 06:00 PM,2025-08-25 08:00 PM,,"
"
Volleyball @ Heritage,2025-08-26 06:00 PM,2025-08-26 08:00 PM,,"
"
Golf @ Long Hollow,2025-08-28 03:30 PM,2025-08-28 08:00 PM,,"
"
Volleyball v. White House,2025-08-28 06:00 PM,2025-08-28 08:00 PM,,"
"
Soccer @ Hunters Lane,2025-08-28 06:00 PM,2025-08-28 08:00 PM,,"
"
Football v. Sycamore,2025-08-29 07:00 PM,2025-08-29 09:00 PM,,"
"
Volleyball @ SHS,2025-09-02 01:30 PM,2025-09-02 03:30 PM,,"
"
Golf @ Legacy,2025-09-02 03:30 PM,2025-09-02 09:00 PM,,"
"
Soccer v. Watertown,2025-09-02 06:30 PM,2025-09-02 08:30 PM,,"
"
Golf @ Legacy,2025-09-03,2025-09-04,,"
"
Volleyball @ Westmoreland,2025-09-04 06:00 PM,2025-09-04 08:00 PM,,"
"
Soccer v. Liberty Creek,2025-09-04 06:00 PM,2025-09-04 08:00 PM,,"
"
Jr. Pro Stunt Clinic,2025-09-04 06:00 PM,2025-09-04 08:00 PM,,"
"
Golf @ Montgomery Bell,2025-09-05,2025-09-06,,"
"
Cross Country Voyles Classic @ Hermitage,2025-09-05 05:45 PM,2025-09-05 07:45 PM,,"
"
Football @ Macon County,2025-09-05 07:00 PM,2025-09-05 10:00 PM,,"
"
Golf @ Legacy,2025-09-08,2025-09-09,,"
"
Volleyball @ Portland,2025-09-08 06:00 PM,2025-09-08 08:00 PM,,"
"
Robertson County Marching Exhibition,2025-09-09,2025-09-10,,"
"
Soccer @ SHS,2025-09-09 05:00 PM,2025-09-09 07:00 PM,,"
"
Volleyball @ Macon County,2025-09-09 06:00 PM,2025-09-09 08:00 PM,,"
"
Golf @ Macon County,2025-09-11,2025-09-12,,"
"
Cross Country @ Kilgore Park,2025-09-11 05:00 PM,2025-09-11 07:00 PM,,"
"
Soccer v. Macon County,2025-09-11 06:30 PM,2025-09-11 08:30 PM,,"
"
Volleyball-Rocky Top Classic ,2025-09-12,2025-09-14,,"
"
Soccer @ Republic,2025-09-12 05:00 PM,2025-09-12 07:00 PM,,"
"
Football @ Whites Creek,2025-09-12 07:00 PM,2025-09-12 10:00 PM,,"
"
Marching Band Contest @ Rossview,2025-09-13,2025-09-14,,"
"
Cross Country @ Hawk Invitational,2025-09-13 07:00 AM,2025-09-13 11:00 AM,,"
"
Volleyball @ Jo Byrns,2025-09-15,2025-09-16,,"
"
Golf @ Legacy,2025-09-15 03:30 PM,2025-09-15 06:00 PM,,"
"
Golf @ Legacy,2025-09-16 03:30 PM,2025-09-16 06:00 PM,,"
"
Volleyball v. Heritage,2025-09-16 06:00 PM,2025-09-16 08:00 PM,,"
"
Soccer @ Station Camp,2025-09-16 06:00 PM,2025-09-16 08:00 PM,,"
"
Cross Country @ Cornelia Fort,2025-09-18 04:30 PM,2025-09-18 06:30 PM,,"
"
Soccer @ Portland,2025-09-18 06:00 PM,2025-09-18 08:00 PM,,"
"
Football v. Portland,2025-09-18 07:00 PM,2025-09-18 10:00 PM,,"
"
Volleyball-WilCo JV Tournament @ Summit,2025-09-20,2025-09-21,,"
"
Station Camp Marching Band Invitational,2025-09-20,2025-09-21,,"
"
Golf District Tournament @ Montgomery Bell,2025-09-22,2025-09-23,,"
"
GHS Talent Show,2025-09-22 07:00 PM,2025-09-22 08:00 PM,,"
"
Volleyball @ White House,2025-09-23 06:00 PM,2025-09-23 08:00 PM,,"
"
Soccer @ Smith County,2025-09-23 06:30 PM,2025-09-23 08:30 PM,,"
"
Volleyball v. Westmoreland,2025-09-25 06:00 PM,2025-09-25 08:00 PM,,"
"
Soccer v. Russellville,2025-09-25 06:00 PM,2025-09-25 08:00 PM,,"
"
Special Olympics,2025-09-26,2025-09-27,,"
"
Football @ Liberty Creek,2025-09-26 07:00 PM,2025-09-26 10:00 PM,,"
"
Marching Band @ West Creek,2025-09-27,2025-09-28,,"
"
Golf Region @ Montgomery Bell,2025-09-29,2025-09-30,,"
"
Volleyball @ Hendersonville,2025-09-29 06:00 PM,2025-09-29 08:00 PM,,"
"
Volleyball @ Macon County,2025-09-30 06:00 PM,2025-09-30 08:00 PM,,"
"
Soccer @ Heritage,2025-09-30 06:00 PM,2025-09-30 08:00 PM,,"
"
Bowling v. Heritage,2025-10-02 03:00 PM,2025-10-02 05:00 PM,,"
"
Cross Country @ Macon County,2025-10-02 05:00 PM,2025-10-02 07:00 PM,,"
"
Volleyball v. ERHS,2025-10-02 06:00 PM,2025-10-02 08:00 PM,,"
"
Soccer v. White House,2025-10-02 06:00 PM,2025-10-02 08:00 PM,,"
"
Football @ White House,2025-10-03 07:00 PM,2025-10-03 10:00 PM,,"
"
Baseball Golf Scramble,2025-10-04,2025-10-05,,"
"
Cross Country @ Saunders Ferry,2025-10-04 08:30 AM,2025-10-04 12:30 PM,,"
"
Homecoming Dance,2025-10-04 07:00 PM,2025-10-04 10:00 PM,,"
"
Homecoming Pep Rally,2025-10-06 09:30 AM,2025-10-06 10:30 AM,,"
"
Bowling v. Heritage,2025-10-07 03:00 PM,2025-10-07 05:00 PM,,"
"
Cross Country @ Buckner Park,2025-10-07 04:30 PM,2025-10-07 06:30 PM,,"
"
Football v. Pearl Cohn (Homecoming),2025-10-10 07:00 PM,2025-10-10 10:00 PM,,"
"
Lebanon Blue Devil Marching Invitational,2025-10-18,2025-10-19,,"
"
MSCCA Championship @ Buckner Park,2025-10-18 09:00 AM,2025-10-18 11:00 AM,,"
"
Bowling v. White House,2025-10-20 03:00 PM,2025-10-20 05:00 PM,,"
"
Bowling v. Liberty Creek,2025-10-21 03:00 PM,2025-10-21 05:00 PM,,"
"
Trunk or Treat,2025-10-23 05:00 PM,2025-10-23 07:30 PM,,"
"
UDA Mid-South Regionals in Memphis,2025-10-24,2025-10-25,,"
"
Football v. SHS,2025-10-24 07:00 PM,2025-10-24 10:00 PM,,"
"
National FFA Convention,2025-10-28,2025-10-31,,"
"
Region CC TBA,2025-10-28,2025-10-29,,"
"
Bowling v. Portland,2025-10-30 03:00 PM,2025-10-30 05:00 PM,,"
"
Football v. West Creek,2025-10-30 07:00 PM,2025-10-30 10:00 PM,,"
"
Tennessee Division II Marching Band Championships,2025-11-01,2025-11-02,,"
"
GMS Shoot-a-thon,2025-11-01 08:00 AM,2025-11-01 11:00 AM,,"
"
Robotic Competition at Trevecca,2025-11-01 08:00 AM,2025-11-01 10:00 AM,,"
"
Bowling v. Beech,2025-11-04 03:00 PM,2025-11-04 05:00 PM,,"
"
Softball Parent Meeting (Library),2025-11-04 06:00 PM,2025-11-04 06:30 PM,,"
"
Flag Football Parent Meeting (Theater),2025-11-04 06:00 PM,2025-11-04 06:30 PM,,"
"
Cheer and Dance TSSAA Competition,2025-11-06,2025-11-07,,"
"
Bowling v. Liberty Creek,2025-11-13 03:00 PM,2025-11-13 05:00 PM,,"
"
Basketball Jamboree @ Heritage,2025-11-15,2025-11-16,,"
"
Donut Dash 5k,2025-11-15,2025-11-16,,"
"
Bobcat Bazaar,2025-11-15,2025-11-16,,"
"
UCA Bluegrass Regional Competition,2025-11-15,2025-11-16,,"
"
Bowling v. Westmoreland,2025-11-17 06:00 PM,2025-11-17 09:00 PM,,"
"
Basketball @ Coffee County,2025-11-17 06:00 PM,2025-11-17 09:00 PM,,"
"
Basketball @ Heritage,2025-11-18 06:00 PM,2025-11-18 09:00 PM,,"
"
Theater Performance,2025-11-18 07:00 PM,2025-11-18 08:30 PM,,"
"
Bowling v. White House,2025-11-20 03:00 PM,2025-11-20 05:00 PM,,"
"
Basketball @ Jackson County,2025-11-21 06:00 PM,2025-11-21 09:00 PM,,"
"
Cheer TN Extreme Regional Competition,2025-11-22,2025-11-23,,"
"
Basketball @ Franklin Christian Academy (boys only),2025-11-25 06:00 PM,2025-11-25 08:00 PM,,"
"
The Brier Park Christmas Event,2025-11-29 08:00 AM,2025-11-29 04:00 PM,,"
"
Bowling v. Portland,2025-12-01 03:00 PM,2025-12-01 05:00 PM,,"
"
Basketball v. Wilson Central (boys only),2025-12-01 06:00 PM,2025-12-01 08:00 PM,,"
"
Wrestling v. East Robertson,2025-12-04,2025-12-05,,"
"
Bowling Individuals Tournament,2025-12-04,2025-12-05,,"
"
"Wrestling @ Gardendale, AL",2025-12-05,2025-12-07,,"
"
Basketball v. Jo Byrns,2025-12-05 06:00 PM,2025-12-05 09:00 PM,,"
"
JV Wrestling TSB Invitational ,2025-12-06,2025-12-07,,"
"
Mini-Cheer Camp,2025-12-07 02:00 PM,2025-12-07 04:00 PM,,"
"
Bowling District Tournament,2025-12-08,2025-12-09,,"
"
Wrestling @ McGavock,2025-12-09 04:00 PM,2025-12-09 07:00 PM,,"
"
Basketball v. Heritage,2025-12-09 06:00 PM,2025-12-09 09:00 PM,,"
"
Wrestling v. Marshall County,2025-12-11 04:30 PM,2025-12-11 07:30 PM,,"
"
Basketball v. JPII (girls only),2025-12-12 06:00 PM,2025-12-12 08:00 PM,,"
"
Wrestling Cheatham County Duals,2025-12-13 07:00 AM,2025-12-13 01:00 PM,,"
"
Band Night ,2025-12-15 03:30 PM,2025-12-15 08:00 PM,,"
"
Wrestling @ Cascade,2025-12-16 04:30 PM,2025-12-16 07:30 PM,,"
"
Basketball v. Sycamore,2025-12-16 06:00 PM,2025-12-16 09:00 PM,,"
"
Fine Arts Night,2025-12-18 06:00 PM,2025-12-18 08:00 PM,,"
"
Wrestling @ East Robertson,2025-12-19 04:00 PM,2025-12-19 07:00 PM,,"
"
Basketball @ Jo Byrns,2025-12-19 06:00 PM,2025-12-19 09:00 PM,,"
"
Wrestling Bruise Brothers Brawl,2025-12-20,2025-12-21,,"
"
Basketball @ KY (Girls Only),2025-12-20,2025-12-21,,"
"
Basketball @ ERHS Christmas Classic,2025-12-27,2025-12-28,,"
"
Basketball @ ERHS Christmas Classic,2025-12-29,2025-12-31,,"
"
Basketball @ East Robertson High School,2026-01-06 06:00 PM,2026-01-06 09:00 PM,,"
"
Wrestling In-School Match v. East Robertson,2026-01-07 01:30 PM,2026-01-07 03:00 PM,,"
"
Wrestling @ Heritage,2026-01-08 04:30 PM,2026-01-08 07:30 PM,,"
"
Basketball v. River Christian Academy (Boys Only),2026-01-09 06:30 PM,2026-01-09 08:00 PM,,"
"
Wrestling Commando Crush @ Hendersonville,2026-01-10,2026-01-11,,"
"
Wrestling v. SHS,2026-01-13 04:30 PM,2026-01-13 07:30 PM,,"
"
Basketball @ Springfield High School,2026-01-13 06:00 PM,2026-01-13 08:00 PM,,"
"
Wrestling v. Creek Wood,2026-01-15 04:30 PM,2026-01-15 07:30 PM,,"
"
Wrestling @ East Robertson,2026-01-16 01:00 PM,2026-01-16 04:00 PM,,"
"
Basketball @ White House,2026-01-16 06:00 PM,2026-01-16 09:00 PM,,"
"
Wrestling @ Wilson Central,2026-01-17,2026-01-18,,"
"
Wrestling District Duals,2026-01-20,2026-01-21,,"
"
Basketball v. Portland,2026-01-20 06:00 PM,2026-01-20 09:00 PM,,"
"
